"recno","Timestamp","Observer","Location","Desg","Date","m1","diam","dc","pa","scope","comments","url"
"3188","2016-01-03 00:00:00","P. Clay Sherrod","","61P  Shajn-Schaldach","2016/01/03","18.2 m2","10""","2/9","56 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very diffuse and irregular, difficult to centroid; appears to have perhaps two central cores",""
"3189","2016-01-03 00:00:00","P. Clay Sherrod","","c2010 U3 Boattini","2016/01/03","18.3 m2","5""","5/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very small and diffuse, clearly cometary in rich star field; vague and round, indistinct",""
"3194","2016-01-05 00:00:00","P. Clay Sherrod","","204P  LINEAR-NEAT","2016/01/05","17.4 m2","14""","7/9","round","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Large faint coma surrounding stellar nucleus, no tail....round",""
"3195","2016-01-05 00:00:00","P. Clay Sherrod","","211P  Hill","2016/01/05","17.2 m2","12""","7/9","232","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Appears to be very short narrow tail in PA 232 deg; perhaps fanned wide tail going due west",""
"3196","2016-01-05 00:00:00","P. Clay Sherrod","","c2013 US10  Catalina","2016/01/05","9.8 m2","420""","5/9","301d+170d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Outstanding and large comet, too large for physical description with large telescope; huge outer coma and distinct dust tail",""
"3197","2016-01-05 00:00:00","P. Clay Sherrod","","c2015 X8 NEOWISE","2016/01/05","17.4 m2","27""","2/9","irreg.","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet moving incredible fast toward NW;  very large and diffuse with no central condensation - a very open and unusual comet; possible tail showing to north of coma (?)",""
"3199","2016-01-11 00:00:00","P. Clay Sherrod","","c2014 N3  NEOWISE","2016/01/11","16.1 m2","15""","7/9","~135d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very strange morphology, with curving comma-shaped tail, curling CW to east, then wrapping a nearly stellar nucleus and curving SW",""
"3200","2016-01-11 00:00:00","P. Clay Sherrod","","118P Shoemaker-Levy","2016/01/11","16.7 m2","12""","6/9","?","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Easy target and diffuse with possible east-pointing tail; overall quite round",""
"3201","2016-01-11 00:00:00","P. Clay Sherrod","","150P  LONEOS","2016/01/11","17.5 m2","6""","8/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet virtually stellar, no nebulosity",""
"3202","2016-01-11 00:00:00","P. Clay Sherrod","","c2015 Y1  LINEAR","2016/01/11","17.3","8""","7/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet is very condensed but with some nebulosity surrounding nearly stellar nucleus",""
"3203","2016-01-11 00:00:00","P. Clay Sherrod","","67P Churyumov-Gerasimenko","2016/01/11","16.0 m2","22""","7/9","300 d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Splendid comet with very compressed coma and long narrow tail, 319"" length; stellar condensation.  First seen since 2003",""
"3204","2016-01-13 00:00:00","P. Clay Sherrod","","c2015 F4  Jacques","2016/01/13","17.3 M2","7""","6/9","313","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Possible very faint and short tail in PA 313 deg; comet is quite small but clearly nebulous",""
"3205","2016-01-15 00:00:00","P. Clay Sherrod","","50P  Arend","2016/01/15","17.9 M2","7""","6/9","32 DEG","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very small with strong nucleus and very veiled outer coma",""
"3206","2016-01-13 00:00:00","P. Clay Sherrod","","249P  LINEAR","2016/01/13","16.1 m2","16""","6/9","0255 + 55","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Tails 255 deg @153"" and 55 deg @30"" length; incredible gull wing shape for what appears to be a very active comet; some mottling of coma",""
"3207","2016-01-13 00:00:00","P. Clay Sherrod","","117P Helin-Roman-Alu","2016/01/13","16.9 m2","9""","7/9","235 d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Tail 235 deg for 117""; nearly stellar core with small coma and broadening very faint tail",""
"3209","2016-01-13 00:00:00","P. Clay Sherrod","","c2015 W1 Gibbs","2016/01/13","17.1","11""","4/9","irreg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Irregular uniform coma with no tail, no central conds.",""
"3211","2016-01-13 00:00:00","P. Clay Sherrod","","c2015 YG1  NEOWISE","2016/01/13","18.4 m2","11""","7/9","north","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very close to 18.1 mag star, far south of ephemeris; what appears to be a broad fanned extension due north of diffuse coma",""
"3212","2016-01-14 00:00:00","P. Clay Sherrod","","c2014 B1 Schwartz","2016/01/14","16.5 m2","16""","3/9","irreg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Open, very large and irregular with no tail and no strong central condensation; coma elongated NE-SW",""
"3213","2016-01-14 00:00:00","P. Clay Sherrod","","c2013 US10  Catalina","2016/01/14","8.6 m2","101/323","5/9","283_193","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Although not a conspicuous, two tails remain at 283 and 193 deg; coma is enormous and features strong inner coma and diffuse even outer cloud",""
"3214","2016-01-14 00:00:00","P. Clay Sherrod","","c2013 A1 Siding Spring","2016/01/14","18.0 m2","5""","6/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very small and nearly stellar; quite close to bright stars, estimates difficult",""
"3217","2016-01-14 00:00:00","P. Clay Sherrod","","19P - Borrelly","2016/01/14","17.0 m8","20""","3/9","320d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Tail 380"" and very thin and veiled in PA 320 deg; so uniformly thin and vague it is like a ghost comet",""
"3219","2016-01-17 00:00:00","P. Clay Sherrod","","158P Kowal-LINEAR","2016/01/17","19.6","<5""","9/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Stellar and tiny",""
"3220","2016-01-17 00:00:00","P. Clay Sherrod","","c2015 D3  PANSTARRS","2016/01/17","19.0 m2","6""","3/9","164 deg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","A ghost of a comet, very thin and nearly invisible; some indications of a very faint tail in PA 164 deg",""
"3221","2016-01-28 00:00:00","P. Clay Sherrod","","c2013 X1  PANSTARRS","2016/01/28","13.4 m2","82""","5/9","53 deg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Beautiful long slender tail in PA 53 deg, 690"" length; very strong and rounded dense coma",""
"3222","2016-01-28 00:00:00","P. Clay Sherrod","","329P  LINEAR-Catalina","2016/01/28","16.8 m2","10""","3/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Central condensation surrounded by uniform diffuse coma, round",""
"3223","2016-01-29 00:00:00","P. Clay Sherrod","","318P McNaught-Hartley","2016/01/29","17.8 m2","12""","4/9","round","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Small and diffuse with only slight condensation; open and thin toward perimeter",""
"3224","2016-01-29 00:00:00","P. Clay Sherrod","","249P  LINEAR","2016/01/29","17.2","22""","0","267 d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Most unusual comet, ghostlike, with very faint coma and oval coma, expanding greatly before tapering to tail, Very little nucleus, tail 106"" length nearly due west",""
"3225","2016-01-29 00:00:00","P. Clay Sherrod","","c2013 US10  Catalina","2016/01/29","11.1 m2","355""","6/9","200+140","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Strong moonlight but comet is spectacular; two tails, both over 600"" length; coma is huge and slightly assymetrical",""
"3226","2016-02-03 00:00:00","P. Clay Sherrod","","c2013 X1  PANSTARRS","2016/02/03","12.3 m2","223""","6/9","51 deg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Elongated coma, much more condensed than previously, tear-drop shape;  very large outer coma; tail is over 700"" length",""
"3227","2016-02-03 00:00:00","P. Clay Sherrod","","c2014 A4  SONEAR","2016/02/03","17.0 m2","11""","7/9","108","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet very small, slender and highly condensed",""
"3228","2016-02-03 00:00:00","P. Clay Sherrod","","c2015 ER61  PANSTARRS","2016/02/03","17.4","8""","4/9","round","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet is round and irregular without tail; not particularly nebulous except for size difference compared to stars",""
"3229","2016-02-04 00:00:00","P. Clay Sherrod","","c2013 V4  Catalina","2016/02/04","15.8 m2","15""","7/9","~90d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Round with very strong nucleus, outside scattering and somewhat irregular",""
"3230","2016-02-04 00:00:00","P. Clay Sherrod","","c2015 TQ 209 LINEAR","2016/02/04","17.5","6""","8/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Starlike, no nebulosity",""
"3231","2016-02-04 00:00:00","P. Clay Sherrod","","c2016 A8  LINEAR","2016/02/04","19.6","<6""","9/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","At threshold, very faint; some indications that it is not stellar",""
"3232","2016-02-04 00:00:00","P. Clay Sherrod","","81P Wild 2","2016/02/04","14.3","31""+14""","4/9","308","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Much scatter to west (PA roughly 308 deg), and irregular streamers seen; perimeter is very ragged and not uniform",""
"3233","2016-02-05 00:00:00","P. Clay Sherrod","","c2013 US10  Catalina","2016/02/05","11.3 m2","350""","5/9","74 & 119","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Strong dust tail in PA 119 deg; and faint gas tail in PA 74; very dense coma, large",""
"3234","2016-02-07 00:00:00","P. Clay Sherrod","","c2014 N3  NEOWISE","2016/02/07","16.6 m2","11""","4/9","148 fan","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Tail is more fanned than previous, centered at PA 148; somewhat diffuse without strong condensation",""
"3235","2016-02-07 00:00:00","P. Clay Sherrod","","c2015 F4  Jacques","2016/02/07","18.4 m2","12""","2/9","open","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet has morphed dramatically; large open veiled diffuse spot, very tiny nucleus.",""
"3236","2016-02-07 00:00:00","P. Clay Sherrod","","c2016 A8  LINEAR","2016/02/07","19.8","<5""","9/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","",""
"3237","2016-02-07 00:00:00","P. Clay Sherrod","","c2015 W1 Gibbs","2016/02/07","17.6 m2","8""","4/9","159(?)","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Small and diffuse, no tail and little centr. condensation; shows linear elongation in PA 159d",""
"3238","2016-02-07 00:00:00","P. Clay Sherrod","","c2015 V2  Johnson","2016/02/07","16.5 m2","11""","7/9","198","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very short tail/extension to south, PA 198 deg, , 15"" length",""
"3239","2016-02-07 00:00:00","P. Clay Sherrod","","p2010 V1-C Ikeya-Murakami","2016/02/07","17.8 m2","7""","6/9","247","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Fragment C, 17.8m2; fragment A, 19.4 at 290deg PA, 141"" distant",""
"3240","2016-02-16 00:00:00","P. Clay Sherrod","","p2007 VA85  LINEAR","2016/02/16","15.0 m2","13x16""","6/9","elong","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very bright elongated core with very irregular perimeter, little nebulosity and quite dense uniformly",""
"3241","2016-02-18 00:00:00","P. Clay Sherrod","","9P Tempel 1","2016/02/18","16.3","14""","5/9","278d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very slight (17"") westward tail from very compact and dense coma",""
"3242","2016-02-18 00:00:00","P. Clay Sherrod","","67P Churyumov-Gerasimenko","2016/02/18","15.9 m2","12""+32""","4/9","300 deg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Long narrow tail in PA 300 deg, 320""  length in moonlight and light clouds; very small coma with marked bright core (12"" diam)",""
"3243","2016-02-18 00:00:00","P. Clay Sherrod","","65P - Gunn","2016/02/18","16.7 m2","11""","7/9","314d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very short tail in PA 314 deg, 21"" length; coma is small and dense",""
"3244","2016-02-19 00:00:00","P. Clay Sherrod","","c2013 US10  Catalina","2016/02/19","11.9 m2","76+195","6/9","59 deg","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Long (860"" +) linear tail in PA 59 deg; very large circular coma with dense and no central conds with inner coma at 76"", outer 195"" diam.",""
"3245","2016-02-19 00:00:00","P. Clay Sherrod","","77P - Longmore","2016/02/19","16.0 m2","16""","6/9","294d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very nice stubby tail for 39"" in PA 294 deg; very dense coma",""
"3246","2016-02-27 00:00:00","P. Clay Sherrod","","p2010 V1-C Ikeya-Murakami","2016/02/27","19.0 m2","n/a","6/9","n/a","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Two components out of 7 visible in strong moonlight; ""C""=19.0; ""A""=19.6 both very faint and diffuse, not stellar",""
"3247","2016-02-27 00:00:00","P. Clay Sherrod","","c2015 Y1  LINEAR","2016/02/27","16.4 m2","10""","4/9","136","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Strong moonlight; comet bright and distinct; wide and flaring tail in PA 136, short; comet appears irregular",""
"3248","2016-02-27 00:00:00","P. Clay Sherrod","","162P Siding Spring","2016/02/27","17.0","7""","8/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Strong moonlight; no nebulosity, and essentially stellar",""
"3249","2006-01-24 00:00:00","P. Clay Sherrod","","60P Tsuchinshan","2006/01/24","17.2 m2","9""","4/9","open","0.51m ASO Astrograph, CCD binned 2 x 2","Very difficult object, (*m2=17.8) and appears diffuse among star field; quite small",""
"3250","2010-04-12 00:00:00","P. Clay Sherrod","","118P Shoemaker-Levy 4","2010/04/12","17.1 m2","15""","7/9","102 deg","0.51m ASO Astrograph, CCD binned 2 x 2","Comet has very diffuse and round coma with central condensation; some suspect tail",""
"3251","2002-06-18 00:00:00","P. Clay Sherrod","","96P Machholz","2002/06/18","<19","n/a","n/a","n/a","0.51m ASO Astrograph, CCD binned 2 x 2","Area check via three interval images, 30 minutes apart; no object within stellar mag. 17.2 was confirmed",""
"3252","2002-07-09 00:00:00","P. Clay Sherrod","","C/2000 K1(LINEAR)","2002/07/09","16.9 ?","open","2/9","cloudlike","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Very small, nearly starlike; verified via 40-minute displacement.",""
"3253","2002-12-01 00:00:00","P. Clay Sherrod","","C/2002 C2 (LINEAR)","2002/12/01","16.7 m2","9""","7/9","n/a","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Very small and stellar with slight nebulosity; confirmed via astrometric over 1.2 hour period",""
"3254","2003-05-22 00:00:00","P. Clay Sherrod","","C/2001 U6 (LINEAR)","2003/05/22","17.9 m2","7""","4/9","n/a","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Very small but not stellar in appearance; some nebulosity",""
"3255","2002-07-07 00:00:00","P. Clay Sherrod","","C/2002 J5 (LINEAR)","2002/07/07","<19","n/a","n/a","n/a","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","NOTE that an attempt was made to find C/2002 J5 without success; we imaged the exact predicted location via MPEC coords. and recorded stellar images to mag. 18.6; blinking revealed no image in this field in a 77-minute period to that magnitude.",""
"3256","2002-12-15 00:00:00","P. Clay Sherrod","","C/2002 O4 Hoenig","2002/12/15","<19.5","n/a","n/a","n/a","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Stellar limiting magnitude under exceptionally good conditions = 19.5; no object possible matching astrometric positions in two tries",""
"3257","2002-09-06 00:00:00","P. Clay Sherrod","","C/2002 P1 NEAT","2002/09/06","18.1 m2","11""","3/9","irreg","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Large and irregular coma, very diffuse with some degree of central brightening; very faint but easy mark",""
"3258","2003-10-24 00:00:00","P. Clay Sherrod","","C/2003 U2 NEAT","2003/10/24","18.8 m2","8""","7/9","none","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","A slightly diffuse nearly stellar object; very faint and monitored through 5 astrometric images",""
"3259","2002-08-22 00:00:00","P. Clay Sherrod","","C/2002 Q1 Van Ness","2002/08/22","16.7 m2","6""","2/9","n/a","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Very nebulous and not as small as expected; comet is clearly diffuse, no central condensation; strong moonlight and very low in SE",""
"3260","2003-04-21 00:00:00","P. Clay Sherrod","","C/2003 G2 (LINEAR)","2003/04/21","16.6 m2","16""","4/9","none","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Coma only, appears slightly irregular or mottled",""
"3261","2003-10-24 00:00:00","P. Clay Sherrod","","C/2003 U2 NEAT","2003/10/24","18.5 m2","8""","7/9","n/a","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","A slightly diffuse nearly stellar object; very faint and monitored through 5 astrometric images",""
"3262","2003-10-24 00:00:00","P. Clay Sherrod","","C/2003 U3 NEAT","2003/10/24","18.3","8""","7/9","none","0.51m f/4.9 ASO Astrograph w/CCD binned 2x2","Very small, low surface brightness and possibly a bit diffuse; confirmed astrometrically or this one could be missed easily; in very star-poor field",""
"3263","2004-11-28 00:00:00","P. Clay Sherrod","","C/2004 Q2 (Machholz)","2004/11/28","unknown","n/a","n/a","n/a","0.051m f/4.9 ASO Astrography w/CCD, binned 2x2","Comet Machholz 2004 Q2, showing negative image (top) for extent of large coma; bottom image demonstrates regular view, typifying the strong condensation of the nucleus of this comet; these images were obtained with the comet actually skirting the southern horizong from ASO Petit Jean Mountain.",""
"3264","2005-09-30 00:00:00","P. Clay Sherrod","","C/2005 N5 (Catalina)","2005/09/30","17.0 m2","7""","8/9","n/a","0.51m f/4.9 ASO Astrography w/CCD, binned 2x2","Faint and starlike; very little nebulosity",""
"3265","2002-04-06 00:00:00","P. Clay Sherrod","","P/2001 WF2 - ( LONEOS)","2002/04/06","15.4 m2","4""","3/9","200 deg","0.51m f/4.9 ASO Astrography w/CCD, binned 2x2","Very slight elongation for a short distance; comet is very compact and small; minimal light pollution.",""
